config,runId,step,stepNumber,stepTitle,modelRole,provider,requestedModel,actualMode,inputTokens,outputTokens,totalTokens,cost,estimatedCostUsd,invariantCount,missingInvariants,contradictions,driftScore,durationMs,qualityScore,judgeScoreStddev,testsPassed,success
openai-nano,5,10,10,Report export,flagship,openai,gpt-5.4,live,392,506,898,0.00857,0.00857,8,0,0,0,9644,9.4,,true,true
openai-nano,5,10,10,Report export (gate),gate,openai,gpt-5-nano,live,6802,640,7442,0.0005961,0.0005961,8,0,0,0,5384,9.4,,true,true
openai-nano,6,1,1,CLI skeleton + argument parsing,flagship,openai,gpt-5.4,live,113,476,589,0.0074225,0.0074225,0,0,0,0,8789,10,,true,true
openai-nano,6,1,1,CLI skeleton + argument parsing (gate),gate,openai,gpt-5-nano,live,1292,640,1932,0.0003206,0.0003206,0,0,0,0,5146,10,,true,true
openai-nano,6,2,2,Task data model + JSON persistence,flagship,openai,gpt-5.4,live,262,666,928,0.010645,0.010645,1,0,0,0,11242,9.4,,true,true
openai-nano,6,2,2,Task data model + JSON persistence (gate),gate,openai,gpt-5-nano,live,2185,640,2825,0.00036525,0.00036525,1,0,0,0,4410,9.4,,true,true
openai-nano,6,3,3,"List, filter, and view tasks",flagship,openai,gpt-5.4,live,302,670,972,0.010805,0.010805,1,0,0,0,11518,9.4,,true,true
openai-nano,6,3,3,"List, filter, and view tasks (gate)",gate,openai,gpt-5-nano,live,2886,640,3526,0.0004003,0.0004003,1,0,0,0,5376,9.4,,true,true
openai-nano,6,4,4,Complete/delete commands + validation,flagship,openai,gpt-5.4,live,280,601,881,0.009715,0.009715,6,0,0,0,12383,10,,true,true
openai-nano,6,4,4,Complete/delete commands + validation (gate),gate,openai,gpt-5-nano,live,3519,640,4159,0.00043195,0.00043195,6,0,0,0,5614,10,,true,true
openai-nano,6,5,5,Gate summarizer integration,flagship,openai,gpt-5.4,live,342,502,844,0.008385,0.008385,7,0,0,0,9510,9.4,,true,true
openai-nano,6,5,5,Gate summarizer integration (gate),gate,openai,gpt-5-nano,live,3952,640,4592,0.0004536,0.0004536,7,0,0,0,4507,9.4,,true,true
openai-nano,6,6,6,AI-assisted decomposition,flagship,openai,gpt-5.4,live,351,552,903,0.0091575,0.0091575,11,0,0,0,9942,10,,true,true
openai-nano,6,6,6,AI-assisted decomposition (gate),gate,openai,gpt-5-nano,live,4609,640,5249,0.00048645,0.00048645,11,0,0,0,5121,10,,true,true
openai-nano,6,7,7,Code snippet generator,flagship,openai,gpt-5.4,live,388,407,795,0.007075,0.007075,14,0,0,0,6999,8.3,,true,true
openai-nano,6,7,7,Code snippet generator (gate),gate,openai,gpt-5-nano,live,4924,640,5564,0.0005022,0.0005022,14,0,0,0,5385,8.3,,true,true
openai-nano,6,8,8,Automated tests,flagship,openai,gpt-5.4,live,414,584,998,0.009795,0.009795,18,0,0,0,11649,8.9,,true,true
openai-nano,6,8,8,Automated tests (gate),gate,openai,gpt-5-nano,live,5746,640,6386,0.0005433,0.0005433,18,0,0,0,4456,8.9,,true,true
openai-nano,6,9,9,Refinement loop,flagship,openai,gpt-5.4,live,463,568,1031,0.0096775,0.0096775,19,0,0,0,10706,10,,true,true
openai-nano,6,9,9,Refinement loop (gate),gate,openai,gpt-5-nano,live,6349,640,6989,0.00057345,0.00057345,19,0,0,0,4728,10,,true,true
openai-nano,6,10,10,Report export,flagship,openai,gpt-5.4,live,495,618,1113,0.0105075,0.0105075,26,0,0,0,12942,10,,true,true
openai-nano,6,10,10,Report export (gate),gate,openai,gpt-5-nano,live,7122,640,7762,0.0006121,0.0006121,26,0,0,0,4356,10,,true,true
openai-nano,7,1,1,CLI skeleton + argument parsing,flagship,openai,gpt-5.4,live,113,527,640,0.0081875,0.0081875,0,0,0,0,9657,10,,true,true
openai-nano,7,1,1,CLI skeleton + argument parsing (gate),gate,openai,gpt-5-nano,live,1394,640,2034,0.0003257,0.0003257,0,0,0,0,5407,10,,true,true
openai-nano,7,2,2,Task data model + JSON persistence,flagship,openai,gpt-5.4,live,274,686,960,0.010975,0.010975,0,0,0,0,12964,9.4,,true,true
openai-nano,7,2,2,Task data model + JSON persistence (gate),gate,openai,gpt-5-nano,live,2263,640,2903,0.00036915,0.00036915,0,0,0,0,3928,9.4,,true,true
openai-nano,7,3,3,"List, filter, and view tasks",flagship,openai,gpt-5.4,live,287,624,911,0.0100775,0.0100775,0,0,0,0,12181,10,,true,true
openai-nano,7,3,3,"List, filter, and view tasks (gate)",gate,openai,gpt-5-nano,live,2853,640,3493,0.00039865,0.00039865,0,0,0,0,4859,10,,true,true
openai-nano,7,4,4,Complete/delete commands + validation,flagship,openai,gpt-5.4,live,278,538,816,0.008765,0.008765,0,0,0,0,10956,10,,true,true
openai-nano,7,4,4,Complete/delete commands + validation (gate),gate,openai,gpt-5-nano,live,3327,640,3967,0.00042235,0.00042235,0,0,0,0,4266,10,,true,true
openai-nano,7,5,5,Gate summarizer integration,flagship,openai,gpt-5.4,live,273,420,693,0.0069825,0.0069825,0,0,0,0,9482,8.9,,true,true
openai-nano,7,5,5,Gate summarizer integration (gate),gate,openai,gpt-5-nano,live,3649,640,4289,0.00043845,0.00043845,0,0,0,0,6687,8.9,,true,true
openai-nano,7,6,6,AI-assisted decomposition,flagship,openai,gpt-5.4,live,271,654,925,0.0104875,0.0104875,0,0,0,0,11430,10,,true,true
openai-nano,7,6,6,AI-assisted decomposition (gate),gate,openai,gpt-5-nano,live,4557,640,5197,0.00048385,0.00048385,0,0,0,0,7242,10,,true,true
openai-nano,7,7,7,Code snippet generator,flagship,openai,gpt-5.4,live,267,659,926,0.0105525,0.0105525,4,0,0,0,11106,7.8,,true,true
openai-nano,7,7,7,Code snippet generator (gate),gate,openai,gpt-5-nano,live,5292,640,5932,0.0005206,0.0005206,4,0,0,0,4540,7.8,,true,true
openai-nano,7,8,8,Automated tests,flagship,openai,gpt-5.4,live,382,574,956,0.009565,0.009565,4,0,0,0,11920,9.4,,true,true
openai-nano,7,8,8,Automated tests (gate),gate,openai,gpt-5-nano,live,5801,640,6441,0.00054605,0.00054605,4,0,0,0,4578,9.4,,true,true
openai-nano,7,9,9,Refinement loop,flagship,openai,gpt-5.4,live,323,736,1059,0.0118475,0.0118475,5,0,0,0,14632,10,,true,true
openai-nano,7,9,9,Refinement loop (gate),gate,openai,gpt-5-nano,live,6726,640,7366,0.0005923,0.0005923,5,0,1,1,4897,10,,true,true
openai-nano,7,10,10,Report export,flagship,openai,gpt-5.4,live,328,459,787,0.007705,0.007705,6,0,0,0,8733,9.4,,true,true
openai-nano,7,10,10,Report export (gate),gate,openai,gpt-5-nano,live,6937,640,7577,0.00060285,0.00060285,6,0,1,1,5808,9.4,,true,true
openai-nano,8,1,1,CLI skeleton + argument parsing,flagship,openai,gpt-5.4,live,113,515,628,0.0080075,0.0080075,0,0,0,0,11078,10,,true,true
openai-nano,8,1,1,CLI skeleton + argument parsing (gate),gate,openai,gpt-5-nano,live,1370,640,2010,0.0003245,0.0003245,0,0,0,0,4878,10,,true,true
openai-nano,8,2,2,Task data model + JSON persistence,flagship,openai,gpt-5.4,live,266,483,749,0.00791,0.00791,1,0,0,0,9465,9.4,,true,true
openai-nano,8,2,2,Task data model + JSON persistence (gate),gate,openai,gpt-5-nano,live,1860,640,2500,0.000349,0.000349,1,0,0,0,5073,9.4,,true,true
openai-nano,8,3,3,"List, filter, and view tasks",flagship,openai,gpt-5.4,live,270,712,982,0.011355,0.011355,1,0,0,0,13816,10,,true,true
openai-nano,8,3,3,"List, filter, and view tasks (gate)",gate,openai,gpt-5-nano,live,2827,640,3467,0.00039735,0.00039735,1,0,0,0,4328,10,,true,true
openai-nano,8,4,4,Complete/delete commands + validation,flagship,openai,gpt-5.4,live,261,532,793,0.0086325,0.0086325,1,0,0,0,13436,10,,true,true
openai-nano,8,4,4,Complete/delete commands + validation (gate),gate,openai,gpt-5-nano,live,3201,640,3841,0.00041605,0.00041605,1,0,0,0,5161,10,,true,true
openai-nano,8,5,5,Gate summarizer integration,flagship,openai,gpt-5.4,live,257,499,756,0.0081275,0.0081275,3,0,0,0,10573,9.4,,true,true
openai-nano,8,5,5,Gate summarizer integration (gate),gate,openai,gpt-5-nano,live,3726,640,4366,0.0004423,0.0004423,3,0,0,0,4776,9.4,,true,true
openai-nano,8,6,6,AI-assisted decomposition,flagship,openai,gpt-5.4,live,300,446,746,0.00744,0.00744,4,0,0,0,7963,9.4,,true,true
openai-nano,8,6,6,AI-assisted decomposition (gate),gate,openai,gpt-5-nano,live,4151,640,4791,0.00046355,0.00046355,4,0,0,0,4515,9.4,,true,true
openai-nano,8,7,7,Code snippet generator,flagship,openai,gpt-5.4,live,312,511,823,0.008445,0.008445,4,0,0,0,10047,10,,true,true
openai-nano,8,7,7,Code snippet generator (gate),gate,openai,gpt-5-nano,live,4744,640,5384,0.0004932,0.0004932,4,0,0,0,5648,10,,true,true
openai-nano,8,8,8,Automated tests,flagship,openai,gpt-5.4,live,300,507,807,0.008355,0.008355,6,0,0,0,10903,8.9,,true,true
openai-nano,8,8,8,Automated tests (gate),gate,openai,gpt-5-nano,live,5288,640,5928,0.0005204,0.0005204,6,0,0,0,7680,8.9,,true,true
openai-nano,8,9,9,Refinement loop,flagship,openai,gpt-5.4,live,339,504,843,0.0084075,0.0084075,10,0,0,0,10669,10,,true,true
openai-nano,8,9,9,Refinement loop (gate),gate,openai,gpt-5-nano,live,5883,640,6523,0.00055015,0.00055015,10,0,0,0,4291,10,,true,true
openai-nano,8,10,10,Report export,flagship,openai,gpt-5.4,live,418,543,961,0.00919,0.00919,11,0,0,0,12976,9.4,,true,true
openai-nano,8,10,10,Report export (gate),gate,openai,gpt-5-nano,live,6496,640,7136,0.0005808,0.0005808,11,0,0,0,4866,9.4,,true,true
baseline-grok,1,1,1,CLI skeleton + argument parsing,flagship,xai,grok-4,live,788,642,1430,0.00839,0.00839,0,0,0,0,28280,10,,true,true
baseline-grok,1,2,2,Task data model + JSON persistence,flagship,xai,grok-4,live,1453,752,2205,0.0111525,0.0111525,0,0,0,0,26828,10,,true,true
baseline-grok,1,3,3,"List, filter, and view tasks",flagship,xai,grok-4,live,2236,900,3136,0.01459,0.01459,1,0,0,0,29886,10,,true,true
baseline-grok,1,4,4,Complete/delete commands + validation,flagship,xai,grok-4,live,3163,900,4063,0.0169075,0.0169075,6,0,0,0,25909,10,,true,true
baseline-grok,1,5,5,Gate summarizer integration,flagship,xai,grok-4,live,4088,900,4988,0.01922,0.01922,9,0,0,0,38148,9.4,,true,true
baseline-grok,1,6,6,AI-assisted decomposition,flagship,xai,grok-4,live,5012,900,5912,0.02153,0.02153,9,0,0,0,40733,10,,true,true
baseline-grok,1,7,7,Code snippet generator,flagship,xai,grok-4,live,5934,900,6834,0.023835,0.023835,9,0,0,0,25854,10,,true,true
baseline-grok,1,8,8,Automated tests,flagship,xai,grok-4,live,6859,849,7708,0.0256375,0.0256375,10,0,0,0,37715,9.4,,true,true
baseline-grok,1,9,9,Refinement loop,flagship,xai,grok-4,live,7732,900,8632,0.02833,0.02833,11,0,0,0,34794,10,,true,true
baseline-grok,1,10,10,Report export,flagship,xai,grok-4,live,8655,900,9555,0.0306375,0.0306375,11,0,0,0,30930,10,,true,true
baseline-grok,2,1,1,CLI skeleton + argument parsing,flagship,xai,grok-4,live,788,505,1293,0.00702,0.00702,0,0,0,0,27236,10,,true,true
baseline-grok,2,2,2,Task data model + JSON persistence,flagship,xai,grok-4,live,1316,605,1921,0.00934,0.00934,0,0,0,0,23122,10,,true,true
baseline-grok,2,3,3,"List, filter, and view tasks",flagship,xai,grok-4,live,1952,665,2617,0.01153,0.01153,0,0,0,0,25837,10,,true,true
baseline-grok,2,4,4,Complete/delete commands + validation,flagship,xai,grok-4,live,2643,610,3253,0.0127075,0.0127075,0,0,0,0,26276,10,,true,true
baseline-grok,2,5,5,Gate summarizer integration,flagship,xai,grok-4,live,3277,580,3857,0.0139925,0.0139925,0,0,0,0,22642,9.4,,true,true
baseline-grok,2,6,6,AI-assisted decomposition,flagship,xai,grok-4,live,3880,689,4569,0.01659,0.01659,0,0,0,0,54015,10,,true,true
baseline-grok,2,7,7,Code snippet generator,flagship,xai,grok-4,live,4590,672,5262,0.018195,0.018195,0,0,0,0,25281,10,,true,true
baseline-grok,2,8,8,Automated tests,flagship,xai,grok-4,live,5286,681,5967,0.020025,0.020025,0,0,0,0,29034,9.4,,true,true
baseline-grok,2,9,9,Refinement loop,flagship,xai,grok-4,live,5991,720,6711,0.0221775,0.0221775,0,0,0,0,33922,10,,true,true
baseline-grok,2,10,10,Report export,flagship,xai,grok-4,live,6733,668,7401,0.0235125,0.0235125,0,0,0,0,24595,10,,true,true
baseline-grok,3,1,1,CLI skeleton + argument parsing,flagship,xai,grok-4,live,788,500,1288,0.00697,0.00697,0,0,0,0,20300,10,,true,true
baseline-grok,3,2,2,Task data model + JSON persistence,flagship,xai,grok-4,live,1311,584,1895,0.0091175,0.0091175,0,0,0,0,22752,10,,true,true
baseline-grok,3,3,3,"List, filter, and view tasks",flagship,xai,grok-4,live,1927,604,2531,0.0108575,0.0108575,0,0,0,0,22627,10,,true,true
baseline-grok,3,4,4,Complete/delete commands + validation,flagship,xai,grok-4,live,2557,624,3181,0.0126325,0.0126325,0,0,0,0,24974,10,,true,true
baseline-grok,3,5,5,Gate summarizer integration,flagship,xai,grok-4,live,3205,664,3869,0.0146525,0.0146525,0,0,0,0,24384,9.4,,true,true
baseline-grok,3,6,6,AI-assisted decomposition,flagship,xai,grok-4,live,3892,684,4576,0.01657,0.01657,0,0,0,0,36907,10,,true,true
baseline-grok,3,7,7,Code snippet generator,flagship,xai,grok-4,live,4597,680,5277,0.0182925,0.0182925,0,0,0,0,25323,9.4,,true,true
baseline-grok,3,8,8,Automated tests,flagship,xai,grok-4,live,5301,680,5981,0.0200525,0.0200525,0,0,0,0,24461,9.4,,true,true
baseline-grok,3,9,9,Refinement loop,flagship,xai,grok-4,live,6005,662,6667,0.0216325,0.0216325,0,0,0,0,26046,10,,true,true
baseline-grok,3,10,10,Report export,flagship,xai,grok-4,live,6689,644,7333,0.0231625,0.0231625,0,0,0,0,22279,9.4,,true,true
baseline-grok,4,1,1,CLI skeleton + argument parsing,flagship,xai,grok-4,live,788,581,1369,0.00778,0.00778,1,0,0,0,22171,10,,true,true
baseline-grok,4,2,2,Task data model + JSON persistence,flagship,xai,grok-4,live,1392,600,1992,0.00948,0.00948,1,0,0,0,20853,10,,true,true
baseline-grok,4,3,3,"List, filter, and view tasks",flagship,xai,grok-4,live,2023,731,2754,0.0123675,0.0123675,2,0,0,0,22768,10,,true,true
baseline-grok,4,4,4,Complete/delete commands + validation,flagship,xai,grok-4,live,2780,607,3387,0.01302,0.01302,2,0,0,0,20528,10,,true,true
baseline-grok,4,5,5,Gate summarizer integration,flagship,xai,grok-4,live,3411,662,4073,0.0151475,0.0151475,2,0,0,0,26582,9.4,,true,true
baseline-grok,4,6,6,AI-assisted decomposition,flagship,xai,grok-4,live,4096,658,4754,0.01682,0.01682,2,0,0,0,43329,10,,true,true
baseline-grok,4,7,7,Code snippet generator,flagship,xai,grok-4,live,4775,683,5458,0.0187675,0.0187675,2,0,0,0,29303,9.4,,true,true
baseline-grok,4,8,8,Automated tests,flagship,xai,grok-4,live,5482,687,6169,0.020575,0.020575,2,0,0,0,22823,9.4,,true,true
baseline-grok,4,9,9,Refinement loop,flagship,xai,grok-4,live,6193,730,6923,0.0227825,0.0227825,2,0,0,0,30476,10,,true,true
baseline-grok,4,10,10,Report export,flagship,xai,grok-4,live,6945,731,7676,0.0246725,0.0246725,2,0,0,0,27807,10,,true,true
baseline-grok,5,1,1,CLI skeleton + argument parsing,flagship,xai,grok-4,live,788,600,1388,0.00797,0.00797,0,0,0,0,24495,10,,true,true
baseline-grok,5,2,2,Task data model + JSON persistence,flagship,xai,grok-4,live,1411,686,2097,0.0103875,0.0103875,1,0,0,0,27333,10,,true,true
baseline-grok,5,3,3,"List, filter, and view tasks",flagship,xai,grok-4,live,2128,721,2849,0.01253,0.01253,2,0,0,0,25476,10,,true,true
baseline-grok,5,4,4,Complete/delete commands + validation,flagship,xai,grok-4,live,2875,668,3543,0.0138675,0.0138675,4,0,0,0,20038,10,,true,true
baseline-grok,5,5,5,Gate summarizer integration,flagship,xai,grok-4,live,3567,746,4313,0.0163775,0.0163775,4,0,0,0,23674,9.4,,true,true
baseline-grok,5,6,6,AI-assisted decomposition,flagship,xai,grok-4,live,4336,769,5105,0.01853,0.01853,4,0,0,0,29280,10,,true,true
baseline-grok,5,7,7,Code snippet generator,flagship,xai,grok-4,live,5126,739,5865,0.020205,0.020205,4,0,0,0,25527,10,,true,true
baseline-grok,5,8,8,Automated tests,flagship,xai,grok-4,live,5889,862,6751,0.0233425,0.0233425,5,0,0,0,33102,9.4,,true,true
baseline-grok,5,9,9,Refinement loop,flagship,xai,grok-4,live,6775,782,7557,0.0247575,0.0247575,6,0,0,0,32106,10,,true,true
baseline-grok,5,10,10,Report export,flagship,xai,grok-4,live,7579,832,8411,0.0272675,0.0272675,6,0,0,0,25668,10,,true,true
baseline-grok,6,1,1,CLI skeleton + argument parsing,flagship,xai,grok-4,live,788,574,1362,0.00771,0.00771,0,0,0,0,19940,10,,true,true
baseline-grok,6,2,2,Task data model + JSON persistence,flagship,xai,grok-4,live,1385,678,2063,0.0102425,0.0102425,1,0,0,0,21184,10,,true,true
baseline-grok,6,3,3,"List, filter, and view tasks",flagship,xai,grok-4,live,2094,821,2915,0.013445,0.013445,3,0,0,0,26439,10,,true,true
baseline-grok,6,4,4,Complete/delete commands + validation,flagship,xai,grok-4,live,2941,803,3744,0.0153825,0.0153825,7,0,0,0,26924,10,,true,true
baseline-grok,6,5,5,Gate summarizer integration,flagship,xai,grok-4,live,3768,791,4559,0.01733,0.01733,9,0,0,0,72365,9.4,,true,true
baseline-grok,6,6,6,AI-assisted decomposition,flagship,xai,grok-4,live,4582,900,5482,0.020455,0.020455,11,0,0,0,44446,9.8,,true,true
baseline-grok,6,7,7,Code snippet generator,flagship,xai,grok-4,live,5503,900,6403,0.0227575,0.0227575,11,0,0,0,28275,9.4,,true,true
baseline-grok,6,8,8,Automated tests,flagship,xai,grok-4,live,6428,900,7328,0.02507,0.02507,12,0,0,0,36911,9.4,,true,true
baseline-grok,6,9,9,Refinement loop,flagship,xai,grok-4,live,7353,900,8253,0.0273825,0.0273825,15,0,0,0,36095,10,,true,true
baseline-grok,6,10,10,Report export,flagship,xai,grok-4,live,8276,874,9150,0.02943,0.02943,15,0,0,0,28498,10,,true,true
baseline-grok,7,1,1,CLI skeleton + argument parsing,flagship,xai,grok-4,live,788,609,1397,0.00806,0.00806,0,0,0,0,26398,10,,true,true
baseline-grok,7,2,2,Task data model + JSON persistence,flagship,xai,grok-4,live,1420,825,2245,0.0118,0.0118,0,0,0,0,22441,10,,true,true
baseline-grok,7,3,3,"List, filter, and view tasks",flagship,xai,grok-4,live,2276,900,3176,0.01469,0.01469,4,0,0,0,26304,9.8,,true,true
baseline-grok,7,4,4,Complete/delete commands + validation,flagship,xai,grok-4,live,3203,900,4103,0.0170075,0.0170075,7,0,0,0,25298,9.8,,true,true
baseline-grok,7,5,5,Gate summarizer integration,flagship,xai,grok-4,live,4128,900,5028,0.01932,0.01932,8,0,0,0,28201,9.3,,true,true
baseline-grok,7,6,6,AI-assisted decomposition,flagship,xai,grok-4,live,5052,900,5952,0.02163,0.02163,8,0,0,0,39110,9.8,,true,true
baseline-grok,7,7,7,Code snippet generator,flagship,xai,grok-4,live,5974,898,6872,0.023915,0.023915,8,0,0,0,23504,10,,true,true
baseline-grok,7,8,8,Automated tests,flagship,xai,grok-4,live,6896,900,7796,0.02624,0.02624,10,0,0,0,33708,9.4,,true,true
baseline-grok,7,9,9,Refinement loop,flagship,xai,grok-4,live,7821,887,8708,0.0284225,0.0284225,10,0,0,0,29313,10,,true,true
baseline-grok,7,10,10,Report export,flagship,xai,grok-4,live,8730,892,9622,0.030745,0.030745,11,0,0,0,28528,10,,true,true
baseline-grok,8,1,1,CLI skeleton + argument parsing,flagship,xai,grok-4,live,788,641,1429,0.00838,0.00838,0,0,0,0,25396,10,,true,true
baseline-grok,8,2,2,Task data model + JSON persistence,flagship,xai,grok-4,live,1452,785,2237,0.01148,0.01148,0,0,0,0,26011,10,,true,true
baseline-grok,8,3,3,"List, filter, and view tasks",flagship,xai,grok-4,live,2268,900,3168,0.01467,0.01467,1,0,0,0,32760,10,,true,true
baseline-grok,8,4,4,Complete/delete commands + validation,flagship,xai,grok-4,live,3195,900,4095,0.0169875,0.0169875,3,0,0,0,25325,9.8,,true,true
baseline-grok,8,5,5,Gate summarizer integration,flagship,xai,grok-4,live,4120,900,5020,0.0193,0.0193,5,0,0,0,30126,9.3,,true,true
baseline-grok,8,6,6,AI-assisted decomposition,flagship,xai,grok-4,live,5044,900,5944,0.02161,0.02161,7,0,0,0,33748,9.8,,true,true
baseline-grok,8,7,7,Code snippet generator,flagship,xai,grok-4,live,5966,899,6865,0.023905,0.023905,7,0,0,0,27374,9.4,,true,true
baseline-grok,8,8,8,Automated tests,flagship,xai,grok-4,live,6889,883,7772,0.0260525,0.0260525,9,0,0,0,39006,9.4,,true,true
baseline-grok,8,9,9,Refinement loop,flagship,xai,grok-4,live,7796,900,8696,0.02849,0.02849,9,0,0,0,30065,9.8,,true,true
baseline-grok,8,10,10,Report export,flagship,xai,grok-4,live,8719,900,9619,0.0307975,0.0307975,12,0,0,0,27117,10,,true,true
grok,1,1,1,CLI skeleton + argument parsing,flagship,xai,grok-4,live,788,526,1314,0.00723,0.00723,0,0,0,0,18874,10,,true,true
grok,1,1,1,CLI skeleton + argument parsing (gate),gate,xai,grok-code-fast,live,1587,169,1756,0.0004864,0.0004864,0,0,0,0,17660,10,,true,true
grok,1,2,2,Task data model + JSON persistence,flagship,xai,grok-4,live,932,550,1482,0.00783,0.00783,0,0,0,0,21879,10,,true,true
grok,1,2,2,Task data model + JSON persistence (gate),gate,xai,grok-code-fast,live,2189,227,2416,0.0006648,0.0006648,0,0,0,0,16323,10,,true,true
grok,1,3,3,"List, filter, and view tasks",flagship,xai,grok-4,live,970,525,1495,0.007675,0.007675,0,0,0,0,23379,10,,true,true
grok,1,3,3,"List, filter, and view tasks (gate)",gate,xai,grok-code-fast,live,2720,344,3064,0.000888,0.000888,0,0,0,0,19704,10,,true,true
grok,1,4,4,Complete/delete commands + validation,flagship,xai,grok-4,live,1038,619,1657,0.008785,0.008785,0,0,0,0,23948,10,,true,true
grok,1,4,4,Complete/delete commands + validation (gate),gate,xai,grok-code-fast,live,3459,378,3837,0.0010698,0.0010698,0,0,0,0,22681,10,,true,true
grok,1,5,5,Gate summarizer integration,flagship,xai,grok-4,live,1038,629,1667,0.008885,0.008885,0,0,0,0,26022,10,,true,true
grok,1,5,5,Gate summarizer integration (gate),gate,xai,grok-code-fast,live,4122,326,4448,0.0011504,0.0011504,0,0,0,0,24924,10,,true,true
grok,1,6,6,AI-assisted decomposition,flagship,xai,grok-4,live,991,585,1576,0.0083275,0.0083275,0,0,0,0,22096,10,,true,true
grok,1,6,6,AI-assisted decomposition (gate),gate,xai,grok-code-fast,live,4686,357,5043,0.0012942,0.0012942,0,0,0,0,22890,10,,true,true
grok,1,7,7,Code snippet generator,flagship,xai,grok-4,live,1038,825,1863,0.010845,0.010845,3,0,0,0,31122,9.4,,true,true
grok,1,7,7,Code snippet generator (gate),gate,xai,grok-code-fast,live,5810,440,6250,0.001602,0.001602,3,0,0,0,21515,9.4,,true,true
grok,1,8,8,Automated tests,flagship,xai,grok-4,live,1155,443,1598,0.0073175,0.0073175,3,0,0,0,19906,9.4,,true,true
grok,1,8,8,Automated tests (gate),gate,xai,grok-code-fast,live,5895,349,6244,0.001528,0.001528,3,0,0,0,22478,9.4,,true,true
grok,1,9,9,Refinement loop,flagship,xai,grok-4,live,1079,475,1554,0.0074475,0.0074475,3,0,0,0,20970,9.4,,true,true
grok,1,9,9,Refinement loop (gate),gate,xai,grok-code-fast,live,6426,258,6684,0.0015432,0.0015432,3,0,0,0,22557,9.4,,true,true
grok,1,10,10,Report export,flagship,xai,grok-4,live,985,465,1450,0.0071125,0.0071125,3,0,0,0,20689,9.4,,true,true
grok,1,10,10,Report export (gate),gate,xai,grok-code-fast,live,6903,376,7279,0.0017566,0.0017566,3,0,0,0,22405,9.4,,true,true
grok,2,1,1,CLI skeleton + argument parsing,flagship,xai,grok-4,live,788,496,1284,0.00693,0.00693,0,0,0,0,18272,10,,true,true
grok,2,1,1,CLI skeleton + argument parsing (gate),gate,xai,grok-code-fast,live,1527,272,1799,0.0005774,0.0005774,0,0,0,0,16914,10,,true,true
grok,2,2,2,Task data model + JSON persistence,flagship,xai,grok-4,live,978,465,1443,0.007095,0.007095,0,0,0,0,19155,10,,true,true
grok,2,2,2,Task data model + JSON persistence (gate),gate,xai,grok-code-fast,live,1989,279,2268,0.0006768,0.0006768,0,0,0,0,18347,10,,true,true
grok,2,3,3,"List, filter, and view tasks",flagship,xai,grok-4,live,998,557,1555,0.008065,0.008065,0,0,0,0,22593,10,,true,true
grok,2,3,3,"List, filter, and view tasks (gate)",gate,xai,grok-code-fast,live,2669,333,3002,0.0008668,0.0008668,0,0,0,0,21035,10,,true,true
grok,2,4,4,Complete/delete commands + validation,flagship,xai,grok-4,live,1026,714,1740,0.009705,0.009705,3,0,0,0,25908,10,,true,true
grok,2,4,4,Complete/delete commands + validation (gate),gate,xai,grok-code-fast,live,3597,253,3850,0.0009724,0.0009724,3,0,0,0,20402,10,,true,true
grok,2,5,5,Gate summarizer integration,flagship,xai,grok-4,live,998,552,1550,0.008015,0.008015,3,0,0,0,20845,10,,true,true
grok,2,5,5,Gate summarizer integration (gate),gate,xai,grok-code-fast,live,4011,311,4322,0.0011132,0.0011132,3,0,0,0,17716,10,,true,true
grok,2,6,6,AI-assisted decomposition,flagship,xai,grok-4,live,1042,586,1628,0.008465,0.008465,3,0,0,0,23581,8.3,,true,true
grok,2,6,6,AI-assisted decomposition (gate),gate,xai,grok-code-fast,live,4654,424,5078,0.0013548,0.0013548,3,0,0,0,20365,8.3,,true,true
grok,2,7,7,Code snippet generator,flagship,xai,grok-4,live,1148,694,1842,0.00981,0.00981,6,0,0,0,25520,8.3,,true,true
grok,2,7,7,Code snippet generator (gate),gate,xai,grok-code-fast,live,5510,469,5979,0.001571,0.001571,6,0,0,0,21887,8.3,,true,true
grok,2,8,8,Automated tests,flagship,xai,grok-4,live,1173,480,1653,0.0077325,0.0077325,6,0,0,0,19962,9.4,,true,true
grok,2,8,8,Automated tests (gate),gate,xai,grok-code-fast,live,5800,511,6311,0.001671,0.001671,6,0,0,0,20789,9.4,,true,true
grok,2,9,9,Refinement loop,flagship,xai,grok-4,live,1216,738,1954,0.01042,0.01042,7,0,0,0,25831,8.9,,true,true
grok,2,9,9,Refinement loop (gate),gate,xai,grok-code-fast,live,6831,437,7268,0.0018032,0.0018032,7,0,0,0,20965,8.9,,true,true
grok,2,10,10,Report export,flagship,xai,grok-4,live,1161,593,1754,0.0088325,0.0088325,7,0,0,0,20679,10,,true,true
grok,2,10,10,Report export (gate),gate,xai,grok-code-fast,live,7301,342,7643,0.0018022,0.0018022,7,0,0,0,22752,10,,true,true
grok,3,1,1,CLI skeleton + argument parsing,flagship,xai,grok-4,live,788,531,1319,0.00728,0.00728,0,0,0,0,19889,10,,true,true
grok,3,1,1,CLI skeleton + argument parsing (gate),gate,xai,grok-code-fast,live,1597,143,1740,0.0004624,0.0004624,0,0,0,0,17178,10,,true,true
grok,3,2,2,Task data model + JSON persistence,flagship,xai,grok-4,live,898,588,1486,0.008125,0.008125,0,0,0,0,21990,10,,true,true
